Tag_year,Gr10temp,Gr20temp,Gr10precip,Gr20precip,Gr10NDVI,Gr20NDVI,Gr10Sn,Gr20Sn
17700_2019,-0.5208576032088672,0.8973213393586538,0.01956442756919189,0.35238022643590833,-0.008795104982488368,0.012061138014417678,59.99101561522636,59.12504369822181
17706_2019,4.3106871755469625,5.375511712880838,0.4837168873120124,0.8650869315667135,0.20838749244131183,0.2889762371989091,13.291460146615986,6.145384356586654
17739_2019,-0.4876726199690282,1.0494384273056392,0.019884826247882268,0.29343431078244187,-0.016530764166405355,-0.02562052211411355,58.06350158877335,64.33208229986488
17739_2020,0.08010930163608573,-1.0299393745192167,0.08389749753293674,1.0623500161641286,0.028665009597393574,0.03177224514593338,23.032384669256164,28.992903627345555
17739_2021,-2.685927042135351,-2.2001522815370924,1.3085092600189574,2.6847167026036463,0.004293352077935043,0.0885076506201867,34.12702640160857,29.06222930179181
17758_2019,4.619294512462722,4.950155601414208,0.027740332797746476,0.4943081288700453,0.13291800413135665,0.10014596057216318,51.493563182937876,41.14189778876353
17759_2020,7.361681797236086,5.571109966321379,0.08557662963805995,0.555754985120664,0.30043620811672866,0.2785349402064378,1.0933197224625186,7.226253741187524
17759_2021,1.6047569136065216,2.0474004291309935,0.6256108854122407,2.0375700277766784,0.3192340084411825,0.31410675231234697,0,15.05815182477057
17760_2019,5.828219686739209,6.05333283844797,0.19170917058122539,0.6545830320170312,0.27732117984160615,0.3429058248035458,0,0.5930044645725431
17760_2020,7.126826218993436,5.446164920743831,0.09656185772598672,0.6161410506744037,0.27764059867975094,0.31039077460178005,0,5.249561390617832
17760_2021,2.4148489592362323,2.917671742181044,1.1013238790918483,2.5655785333947394,0.38528448093685697,0.33122563348732426,0,12.541885052276886
17761_2021,-0.4652334813160274,0.3635526917380882,0.12795964689298556,1.1164173740196541,0.2668246730052984,0.26688483931948614,10.05346401901406,4.762167166901397
17762_2018,-4.281829736006132,-2.6770604268385396,0.2946971810721669,1.1875736325995518,0.0030625552162620202,-0.017813541906559257,56.19381856560352,61.828792408594396
17762_2019,0.4264769009147737,0.7235256064481194,0.18364572309627478,0.49020996875413103,0.17511790801777824,0.20692985433412756,0.003253600823045267,0.8761979167459026
17763_2018,-1.8856114633557244,-0.9750271833083963,0.09689613703123426,0.4805703685835742,0.005113836048002849,0.04792583313450579,55.293400696637605,29.775431393333477
17764_2019,5.671080465257597,5.983480710290443,0.2683382463100857,0.6035966127646145,0.35410725202123633,0.3864642805502615,0,0
17764_2020,1.8041698644029478,4.195163970618957,0.8470309503015602,0.9911596706569292,0.20814464260785323,0.216060664280004,7.575853293886919,3.6888997027262946
17765_2019,4.055455970958193,4.6744312324390265,0.330257011160481,0.9407430164823888,0.2642362498678567,0.2887988894143414,0,0
17765_2020,3.42070215598464,4.305880591224297,0.22179350037899445,0.38379841263043857,0.2692184724817733,0.247735300056812,4.549070216049383,4.7087410009348
17765_2021,-0.9684327817994527,-0.3280026072931898,0.3307112228877306,1.7830435001607503,0.25352659899417956,0.24888264026277038,0,1.375
17766_2018,-2.5600513818417396,-2.743995332993379,0.1484685630673455,1.2554642719716664,-0.0014701346810967089,0.035385726878780326,69.17717206133572,47.34573730416531
17766_2019,-0.5883058802842496,1.0960452433576418,0.02010329569987893,0.40148456145050887,0.19735288360926623,0.18916604836087741,3.1591385158760366,1.4964340338360171
17766_2020,-2.7855216711041972,-1.9999567254633888,0.26214062459444926,1.0791373789181078,0.0342528197652902,0.08542413707028461,20.39914984671657,10.009873632626284
17768_2018,-2.95742594899707,-1.4279268144895012,0.7904438063347737,1.5117348456341317,0.08358903271073596,0.15619018555628697,40.04478313334801,28.317826364713653
17769_2018,-2.1584490370573763,-2.3237703482054792,0.17952204081221446,1.2941649828614676,-0.0219362022069939,-0.024354411196114166,68.09894575078707,66.4789354190787
17769_2019,-0.17230901256861367,1.9231140935707627,0.7595679372346239,0.7858104414516263,0.25642810198254973,0.26959541500648476,0,0
17769_2020,0.30568261929621315,-0.1550468838171694,0.11945238380119606,0.7268713662536693,0.13580260647810977,0.22648109868391922,6.060371320519268,2.4954470143314635
17769_2021,-2.636071657688256,-2.062907747665036,1.2699763210768489,2.8414607869304147,0.06366159731058874,0.0985803053352565,38.37311244000977,27.125174995708615
17771_2019,-0.24281365620386505,1.7565196528853648,0.4051384443714117,0.42020852814481735,0.07041926269920794,0.1912542340650931,41.54802658115428,25.369594538231546
