"event-id","visible","timestamp","location-long","location-lat","comments","external-temperature","gps:fix-type-raw","ground-speed","heading","height-above-ellipsoid","height-raw","sampling-frequency","tag-tech-spec","tag-voltage","transmission-protocol","transmission-timestamp","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","height-above-msl","Tag_year","UK_dep","Ice_arrive_spring","year","ID","Ice_dep_spring","Green_arrive","Green_dep","Ice_arrive_autumn","Green_dep2","Green_arrive2","Acc","date","tag_date","month","trim_data2","Green_arrive3","precip_rate","temp_2m"
15110561809,TRUE,2014-06-04 08:04:00,-52.88832,67.38852,NA,-999,"GPS_UHF",0.51444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-04 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-04,"BLO27_2014-06-04",6,2014-07-12,2014-05-05,3.1294317862637e-05,274.136519684906
15110561824,TRUE,2014-06-04 12:07:00,-52.89285,67.3852,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-04 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-04,"BLO27_2014-06-04",6,2014-07-12,2014-05-05,3.63890935625483e-05,274.202104215058
15110561837,TRUE,2014-06-04 16:10:00,-52.92943,67.37123,NA,-999,"GPS_UHF",0.25722222222222,NA,NA,NA,0,"UHF",NA,NA,"2014-06-04 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-04,"BLO27_2014-06-04",6,2014-07-12,2014-05-05,3.56656957349785e-05,274.230634727712
15110561864,TRUE,2014-06-05 08:03:00,-52.78465,67.40157,NA,-999,"GPS_UHF",0.411555555555552,NA,NA,NA,0,"UHF",NA,NA,"2014-06-05 08:03:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-05,"BLO27_2014-06-05",6,2014-07-12,2014-05-05,2.4096498583672e-05,274.80378319532
15110561879,TRUE,2014-06-05 12:06:00,-52.91043,67.37665,NA,-999,"GPS_UHF",7.20222222222216,NA,NA,NA,0,"UHF",NA,NA,"2014-06-05 12:06:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-05,"BLO27_2014-06-05",6,2014-07-12,2014-05-05,6.00547839950543e-05,274.969174633745
15110561889,TRUE,2014-06-05 16:09:00,-52.89685,67.38488,NA,-999,"GPS_UHF",0.308666666666664,NA,NA,NA,0,"UHF",NA,NA,"2014-06-05 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-05,"BLO27_2014-06-05",6,2014-07-12,2014-05-05,6.00930100292234e-05,274.960374223019
15110561918,TRUE,2014-06-06 08:04:00,-52.65292,67.42003,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-06 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-06,"BLO27_2014-06-06",6,2014-07-12,2014-05-05,3.09977676087314e-05,274.124393466825
15110561933,TRUE,2014-06-06 12:07:00,-52.68305,67.4294,NA,-999,"GPS_UHF",11.8322222222221,NA,NA,NA,0,"UHF",NA,NA,"2014-06-06 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-06,"BLO27_2014-06-06",6,2014-07-12,2014-05-05,3.99401365826471e-05,274.044823382828
15110561944,TRUE,2014-06-06 16:10:00,-52.73102,67.42208,NA,-999,"GPS_UHF",0.617333333333328,NA,NA,NA,0,"UHF",NA,NA,"2014-06-06 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-06,"BLO27_2014-06-06",6,2014-07-12,2014-05-05,3.94563727212121e-05,274.056853901513
15110561971,TRUE,2014-06-07 08:04:00,-52.95955,67.37743,NA,-999,"GPS_UHF",0.205777777777776,NA,NA,NA,0,"UHF",NA,NA,"2014-06-07 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-07,"BLO27_2014-06-07",6,2014-07-12,2014-05-05,7.16890612305741e-06,274.075359871553
15110561987,TRUE,2014-06-07 12:07:00,-52.6845,67.41747,NA,-999,"GPS_UHF",0.205777777777776,NA,NA,NA,0,"UHF",NA,NA,"2014-06-07 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-07,"BLO27_2014-06-07",6,2014-07-12,2014-05-05,1.95401677663521e-05,273.656660179355
15110561998,TRUE,2014-06-07 16:11:00,-52.68482,67.41778,NA,-999,"GPS_UHF",1.69766666666665,NA,NA,NA,0,"UHF",NA,NA,"2014-06-07 16:11:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-07,"BLO27_2014-06-07",6,2014-07-12,2014-05-05,1.95385777546888e-05,273.656866190996
15110562025,TRUE,2014-06-08 08:04:00,-52.69838,67.42487,NA,-999,"GPS_UHF",0,NA,NA,NA,0,"UHF",NA,NA,"2014-06-08 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-08,"BLO27_2014-06-08",6,2014-07-12,2014-05-05,5.98844191354562e-06,273.377822006583
15110562038,TRUE,2014-06-08 12:07:00,-52.67722,67.41778,NA,-999,"GPS_UHF",0.617333333333328,NA,NA,NA,0,"UHF",NA,NA,"2014-06-08 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-08,"BLO27_2014-06-08",6,2014-07-12,2014-05-05,8.30583978109578e-06,274.008009181322
15110562050,TRUE,2014-06-08 16:10:00,-52.67818,67.41785,NA,-999,"GPS_UHF",0.720222222222216,NA,NA,NA,0,"UHF",NA,NA,"2014-06-08 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-08,"BLO27_2014-06-08",6,2014-07-12,2014-05-05,8.30088865674417e-06,274.008955930378
15110562076,TRUE,2014-06-09 08:04:00,-52.72037,67.40365,NA,-999,"GPS_UHF",0.25722222222222,NA,NA,NA,0,"UHF",NA,NA,"2014-06-09 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-09,"BLO27_2014-06-09",6,2014-07-12,2014-05-05,9.79828155892277e-06,274.830548146956
15110562092,TRUE,2014-06-09 12:06:00,-52.67563,67.42243,NA,-999,"GPS_UHF",0.411555555555552,NA,NA,NA,0,"UHF",NA,NA,"2014-06-09 12:06:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-09,"BLO27_2014-06-09",6,2014-07-12,2014-05-05,2.58817946836463e-05,275.411709626502
15110562104,TRUE,2014-06-09 16:09:00,-52.67307,67.42228,NA,-999,"GPS_UHF",0.360111111111108,NA,NA,NA,0,"UHF",NA,NA,"2014-06-09 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-09,"BLO27_2014-06-09",6,2014-07-12,2014-05-05,2.59126259416127e-05,275.408464655801
15110562131,TRUE,2014-06-10 08:04:00,-52.72727,67.44058,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-10 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-10,"BLO27_2014-06-10",6,2014-07-12,2014-05-05,7.50169369502779e-06,274.435061321113
15110562146,TRUE,2014-06-10 12:07:00,-52.65262,67.43598,NA,-999,"GPS_UHF",1.44044444444443,NA,NA,NA,0,"UHF",NA,NA,"2014-06-10 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-10,"BLO27_2014-06-10",6,2014-07-12,2014-05-05,3.26297555595906e-05,274.960472496393
15110562156,TRUE,2014-06-10 16:10:00,-52.65308,67.43632,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-10 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-10,"BLO27_2014-06-10",6,2014-07-12,2014-05-05,3.26221907763349e-05,274.960960536324
15110562182,TRUE,2014-06-11 08:04:00,-52.73402,67.4423,NA,-999,"GPS_UHF",0.205777777777776,NA,NA,NA,0,"UHF",NA,NA,"2014-06-11 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-11,"BLO27_2014-06-11",6,2014-07-12,2014-05-05,7.72733919500426e-06,274.318914271942
15110562199,TRUE,2014-06-11 12:06:00,-52.70343,67.4455,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-11 12:06:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-11,"BLO27_2014-06-11",6,2014-07-12,2014-05-05,1.12122069177777e-05,274.843101742388
15110562210,TRUE,2014-06-11 16:09:00,-52.70468,67.4449,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-11 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-11,"BLO27_2014-06-11",6,2014-07-12,2014-05-05,1.12070941180073e-05,274.844680746474
15110562237,TRUE,2014-06-12 08:04:00,-52.6719,67.42073,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-12 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-12,"BLO27_2014-06-12",6,2014-07-12,2014-05-05,7.67231373581875e-06,274.10652999073
15110562251,TRUE,2014-06-12 12:07:00,-52.68237,67.41772,NA,-999,"GPS_UHF",0.25722222222222,NA,NA,NA,0,"UHF",NA,NA,"2014-06-12 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-12,"BLO27_2014-06-12",6,2014-07-12,2014-05-05,1.17998039423351e-05,274.809978683471
15110562261,TRUE,2014-06-12 16:10:00,-52.682,67.41788,NA,-999,"GPS_UHF",0.25722222222222,NA,NA,NA,0,"UHF",NA,NA,"2014-06-12 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-12,"BLO27_2014-06-12",6,2014-07-12,2014-05-05,1.18004828901843e-05,274.809502095791
15110562289,TRUE,2014-06-13 08:04:00,-52.65667,67.41697,NA,-999,"GPS_UHF",0.308666666666664,NA,NA,NA,0,"UHF",NA,NA,"2014-06-13 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-13,"BLO27_2014-06-13",6,2014-07-12,2014-05-05,1.09892429620229e-05,274.235970924696
15110562304,TRUE,2014-06-13 12:07:00,-52.66992,67.41407,NA,-999,"GPS_UHF",0.205777777777776,NA,NA,NA,0,"UHF",NA,NA,"2014-06-13 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-13,"BLO27_2014-06-13",6,2014-07-12,2014-05-05,8.35617762665921e-06,274.592982282396
15110562315,TRUE,2014-06-13 16:10:00,-52.66967,67.41413,NA,-999,"GPS_UHF",0.308666666666664,NA,NA,NA,0,"UHF",NA,NA,"2014-06-13 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-13,"BLO27_2014-06-13",6,2014-07-12,2014-05-05,8.3567372163056e-06,274.592648217142
15110562341,TRUE,2014-06-14 08:04:00,-52.6455,67.42403,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-14 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-14,"BLO27_2014-06-14",6,2014-07-12,2014-05-05,2.11216237525725e-05,275.276888283912
15110562355,TRUE,2014-06-14 12:07:00,-52.65847,67.42012,NA,-999,"GPS_UHF",0.565888888888884,NA,NA,NA,0,"UHF",NA,NA,"2014-06-14 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-14,"BLO27_2014-06-14",6,2014-07-12,2014-05-05,3.810272722829e-05,275.91334155691
15110562366,TRUE,2014-06-14 16:10:00,-52.65832,67.42012,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-14 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-14,"BLO27_2014-06-14",6,2014-07-12,2014-05-05,3.81060568782283e-05,275.913120039069
15110562393,TRUE,2014-06-15 08:04:00,-52.67237,67.42113,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-15 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-15,"BLO27_2014-06-15",6,2014-07-12,2014-05-05,2.03249125446655e-05,274.934755763302
15110562410,TRUE,2014-06-15 12:07:00,-52.67027,67.41407,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-15 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-15,"BLO27_2014-06-15",6,2014-07-12,2014-05-05,4.01011114180651e-05,275.664286590571
15110562421,TRUE,2014-06-15 16:09:00,-52.6698,67.41422,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-15 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-15,"BLO27_2014-06-15",6,2014-07-12,2014-05-05,4.01120958733921e-05,275.663748331459
15110562448,TRUE,2014-06-16 08:04:00,-52.6404,67.41787,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-16 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-16,"BLO27_2014-06-16",6,2014-07-12,2014-05-05,2.19124985463484e-05,274.958031279555
15110562464,TRUE,2014-06-16 12:06:00,-52.64378,67.40653,NA,-999,"GPS_UHF",1.95488888888887,NA,NA,NA,0,"UHF",NA,NA,"2014-06-16 12:06:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-16,"BLO27_2014-06-16",6,2014-07-12,2014-05-05,3.78173848531113e-05,275.389210774993
15110562477,TRUE,2014-06-16 16:09:00,-52.64442,67.40582,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-16 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-16,"BLO27_2014-06-16",6,2014-07-12,2014-05-05,3.78064570478272e-05,275.390088801656
15110562503,TRUE,2014-06-17 08:04:00,-52.66988,67.41418,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-17 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-17,"BLO27_2014-06-17",6,2014-07-12,2014-05-05,0.000130686903372113,274.557502046269
15110562517,TRUE,2014-06-17 12:07:00,-52.67022,67.4143,NA,-999,"GPS_UHF",0.205777777777776,NA,NA,NA,0,"UHF",NA,NA,"2014-06-17 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-17,"BLO27_2014-06-17",6,2014-07-12,2014-05-05,0.000186144511930142,274.813372492868
15110562530,TRUE,2014-06-17 16:09:00,-52.68307,67.41758,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-17 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-17,"BLO27_2014-06-17",6,2014-07-12,2014-05-05,0.000185430606618285,274.834101056451
15110562560,TRUE,2014-06-18 08:04:00,-52.41998,67.42273,NA,-999,"GPS_UHF",0.154333333333332,NA,NA,NA,0,"UHF",NA,NA,"2014-06-18 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-18,"BLO27_2014-06-18",6,2014-07-12,2014-05-05,1.50759100611455e-05,274.508461199828
15110562577,TRUE,2014-06-18 12:07:00,-52.41992,67.42258,NA,-999,"GPS_UHF",0.25722222222222,NA,NA,NA,0,"UHF",NA,NA,"2014-06-18 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-18,"BLO27_2014-06-18",6,2014-07-12,2014-05-05,1.77158399674796e-05,274.772266900946
15110562589,TRUE,2014-06-18 16:09:00,-52.41348,67.4181,NA,-999,"GPS_UHF",0.462999999999996,NA,NA,NA,0,"UHF",NA,NA,"2014-06-18 16:09:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-18,"BLO27_2014-06-18",6,2014-07-12,2014-05-05,1.76906001668918e-05,274.770611881466
15110562617,TRUE,2014-06-19 08:04:00,-52.45215,67.40885,NA,-999,"GPS_UHF",0.360111111111108,NA,NA,NA,0,"UHF",NA,NA,"2014-06-19 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-19,"BLO27_2014-06-19",6,2014-07-12,2014-05-05,2.69739591085653e-05,274.259820873884
15110562633,TRUE,2014-06-19 12:07:00,-52.45395,67.40898,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-19 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-19,"BLO27_2014-06-19",6,2014-07-12,2014-05-05,1.35935498034071e-05,274.070773483482
15110562645,TRUE,2014-06-19 16:10:00,-52.44137,67.41743,NA,-999,"GPS_UHF",0.102888888888888,NA,NA,NA,0,"UHF",NA,NA,"2014-06-19 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-19,"BLO27_2014-06-19",6,2014-07-12,2014-05-05,1.35869177598448e-05,274.066147653686
15110562672,TRUE,2014-06-20 08:04:00,-52.45692,67.422,NA,-999,"GPS_UHF",0.565888888888884,NA,NA,NA,0,"UHF",NA,NA,"2014-06-20 08:04:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-20,"BLO27_2014-06-20",6,2014-07-12,2014-05-05,1.176965411502e-06,274.223131989835
15110562689,TRUE,2014-06-20 12:07:00,-52.44898,67.40713,NA,-999,"GPS_UHF",1.64622222222221,NA,NA,NA,0,"UHF",NA,NA,"2014-06-20 12:07:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-20,"BLO27_2014-06-20",6,2014-07-12,2014-05-05,8.44222498497263e-06,274.798940114442
15110562701,TRUE,2014-06-20 16:10:00,-52.4515,67.40638,NA,-999,"GPS_UHF",0.051444444444444,NA,NA,NA,0,"UHF",NA,NA,"2014-06-20 16:10:00.000","gps","Anser albifrons","BLO27","BLO27","Greenland White-fronted Goose tracking",NA,"BLO27_2014","2014-04-11","2014-04-12",2014,"BLO27","2014-05-02","2014-05-05","2014-09-08","2014-09-10",2014-09-07,2014-05-06,"N",2014-06-20,"BLO27_2014-06-20",6,2014-07-12,2014-05-05,8.45840356537426e-06,274.799572288173
